0003 ENGLISH 9     
0003 GEOMETRY      
0003 EARTH SCIENCE 
0003 CIVICS        
0003 PHYS ED       
0003 LATIN 1       
0004 ENGLISH 10    
0004 ALGEBRA 2     
0004 BIOLOGY 1     
0004 WORLD HISTORY 
0004 PHYS ED       
0004 AUTO SHOP     
0005 ENGLISH 12    
0005 TRIGONOMETRY  
0005 CHEMISTRY     
0005 ECONOMICS     
0005 PHYS ED       
0005 AUTO SHOP     
0006 ENGLISH 12    
0006 CALCULUS      
0006 CHEMISTRY     
0006 ECONOMICS     
0006 PHYS ED       
0006 TYPING 1      
0007 ENGLISH 12    
0007 TRIGONOMETRY  
0007 CHEMISTRY     
0007 ECONOMICS     
0007 PHYS ED       
0007 BAND          
0007 METAL SHOP    
0008 ENGLISH 11    
0008 TRIGONOMETRY  
0008 CHEMISTRY     
0008 US HISTORY    
0008 PHYS ED       
0008 TYPING 1      
0009 ENGLISH 10    
0009 ALGEBRA 2     
0009 BIOLOGY 1     
0009 WORLD HISTORY 
0009 PHYS ED       
0009 METAL SHOP    
0010 ENGLISH 9     
0010 ALGEBRA 1     
0010 GEN SCIENCE   
0010 CIVICS        
0010 PHYS ED       
0010 GERMAN 1      
0011 ENGLISH 10    
0011 ALGEBRA 2     
0011 BIOLOGY 1     
0011 WORLD HISTORY 
0011 PHYS ED       
0011 SPANISH 1     
0011 FRENCH 2      
0012 ENGLISH 11    
0012 TRIGONOMETRY  
0012 CHEMISTRY     
0012 US HISTORY    
0012 PHYS ED       
0012 TYPING 1      
0012 METAL SHOP    
0013 ENGLISH 11    
0013 ALGEBRA 2     
0013 CHEMISTRY     
0013 US HISTORY    
0013 PHYS ED       
0013 LATIN 1       
0014 ENGLISH 12    
0014 TRIGONOMETRY  
0014 CHEMISTRY     
0014 ECONOMICS     
0014 PHYS ED       
0014 TYPING 1      
0015 ENGLISH 12    
0015 TRIGONOMETRY  
0015 CHEMISTRY     
0015 ECONOMICS     
0015 PHYS ED       
0015 JOURNALISM    
0015 COMPUTER LAB  
0016 ENGLISH 9     
0016 GEOMETRY      
0016 GEN SCIENCE   
0016 CIVICS        
0016 PHYS ED       
0016 FRENCH 1      
0017 ENGLISH 10    
0017 ALGEBRA 2     
0017 BIOLOGY 1     
0017 WORLD HISTORY 
0017 PHYS ED       
0017 BAND          
0017 COMPUTER LAB  
0018 ENGLISH 11    
0018 TRIGONOMETRY  
0018 BIOLOGY 2     
0018 US HISTORY    
0018 PHYS ED       
0018 HOME EC       
0019 ENGLISH 10    
0019 ALGEBRA 2     
0019 BIOLOGY 1     
0019 WORLD HISTORY 
0019 PHYS ED       
0019 METAL SHOP    
0020 ENGLISH 12    
0020 CALCULUS      
0020 PHYSICS       
0020 ECONOMICS     
0020 PHYS ED       
0020 LATIN 1       
0021 ENGLISH 9     
0021 ALGEBRA 1     
0021 GEN SCIENCE   
0021 CIVICS        
0021 PHYS ED       
0021 SPANISH 1     
0021 ART 1         
0022 ENGLISH 11    
0022 TRIGONOMETRY  
0022 CHEMISTRY     
0022 US HISTORY    
0022 PHYS ED       
0022 BAND          
0023 ENGLISH 10    
0023 ALGEBRA 2     
0023 BIOLOGY 1     
0023 WORLD HISTORY 
0023 PHYS ED       
0023 HOME EC       
0024 ENGLISH 9     
0024 GEOMETRY      
0024 GEN SCIENCE   
0024 CIVICS        
0024 PHYS ED       
0024 DRAMA         
0025 ENGLISH 12    
0025 TRIGONOMETRY  
0025 PHYSICS       
0025 ECONOMICS     
0025 PHYS ED       
0025 LATIN 1       
0026 ENGLISH 9     
0026 ALGEBRA 1     
0026 GEN SCIENCE   
0026 CIVICS        
0026 PHYS ED       
0026 WOOD SHOP     
0027 ENGLISH 11    
0027 ALGEBRA 2     
0027 BIOLOGY 2     
0027 US HISTORY    
0027 PHYS ED       
0027 WOOD SHOP     
0028 ENGLISH 10    
0028 ALGEBRA 2     
0028 BIOLOGY 1     
0028 WORLD HISTORY 
0028 PHYS ED       
0028 JOURNALISM    
0028 SPANISH 1     
0029 ENGLISH 10    
0029 ALGEBRA 2     
0029 BIOLOGY 1     
0029 WORLD HISTORY 
0029 PHYS ED       
0029 FRENCH 2      
0030 ENGLISH 11    
0030 TRIGONOMETRY  
0030 CHEMISTRY     
0030 US HISTORY    
0030 PHYS ED       
0030 COMPUTER LAB  
0031 ENGLISH 10    
0031 GEOMETRY      
0031 BIOLOGY 1     
0031 WORLD HISTORY 
0031 PHYS ED       
0031 FRENCH 1      
0032 ENGLISH 12    
0032 CALCULUS      
0032 CHEMISTRY     
0032 ECONOMICS     
0032 PHYS ED       
0032 HOME EC       
0033 ENGLISH 11    
0033 TRIGONOMETRY  
0033 BIOLOGY 2     
0033 US HISTORY    
0033 PHYS ED       
0033 TYPING 1      
0034 ENGLISH 12    
0034 CALCULUS      
0034 PHYSICS       
0034 ECONOMICS     
0034 PHYS ED       
0034 CHOIR         
0035 ENGLISH 9     
0035 ALGEBRA 1     
0035 EARTH SCIENCE 
0035 CIVICS        
0035 PHYS ED       
0035 SPANISH 2     
0036 ENGLISH 10    
0036 ALGEBRA 2     
0036 BIOLOGY 1     
0036 WORLD HISTORY 
0036 PHYS ED       
0036 FRENCH 1      
0037 ENGLISH 12    
0037 TRIGONOMETRY  
0037 CHEMISTRY     
0037 ECONOMICS     
0037 PHYS ED       
0037 FRENCH 2      
0038 ENGLISH 9     
0038 GEOMETRY      
0038 GEN SCIENCE   
0038 CIVICS        
0038 PHYS ED       
0038 GERMAN 1      
0039 ENGLISH 9     
0039 ALGEBRA 1     
0039 GEN SCIENCE   
0039 CIVICS        
0039 PHYS ED       
0039 COMPUTER LAB  
0040 ENGLISH 9     
0040 ALGEBRA 1     
0040 EARTH SCIENCE 
0040 CIVICS        
0040 PHYS ED       
0040 COMPUTER LAB  
0040 WOOD SHOP     
0041 ENGLISH 10    
0041 ALGEBRA 2     
0041 BIOLOGY 1     
0041 WORLD HISTORY 
0041 PHYS ED       
0041 BAND          
0042 ENGLISH 10    
0042 ALGEBRA 2     
0042 BIOLOGY 1     
0042 WORLD HISTORY 
0042 PHYS ED       
0042 LATIN 1       
0043 ENGLISH 9     
0043 ALGEBRA 1     
0043 EARTH SCIENCE 
0043 CIVICS        
0043 PHYS ED       
0043 LATIN 1       
0044 ENGLISH 10    
0044 ALGEBRA 2     
0044 BIOLOGY 1     
0044 WORLD HISTORY 
0044 PHYS ED       
0044 JOURNALISM    
0045 ENGLISH 11    
0045 TRIGONOMETRY  
0045 CHEMISTRY     
0045 US HISTORY    
0045 PHYS ED       
0045 ART 1         
0046 ENGLISH 11    
0046 ALGEBRA 2     
0046 CHEMISTRY     
0046 US HISTORY    
0046 PHYS ED       
0046 CHOIR         
0046 HOME EC       
0047 ENGLISH 12    
0047 TRIGONOMETRY  
0047 PHYSICS       
0047 ECONOMICS     
0047 PHYS ED       
0047 BAND          
0047 SPANISH 1     
0048 ENGLISH 10    
0048 ALGEBRA 2     
0048 BIOLOGY 1     
0048 WORLD HISTORY 
0048 PHYS ED       
0048 WOOD SHOP     
0049 ENGLISH 9     
0049 GEOMETRY      
0049 GEN SCIENCE   
0049 CIVICS        
0049 PHYS ED       
0049 SPANISH 1     
0050 ENGLISH 9     
0050 ALGEBRA 1     
0050 GEN SCIENCE   
0050 CIVICS        
0050 PHYS ED       
0050 FRENCH 1      
0051 ENGLISH 10    
0051 ALGEBRA 2     
0051 BIOLOGY 1     
0051 WORLD HISTORY 
0051 PHYS ED       
0051 WOOD SHOP     
0052 ENGLISH 10    
0052 ALGEBRA 2     
0052 BIOLOGY 1     
0052 WORLD HISTORY 
0052 PHYS ED       
0052 DRAMA         
0053 ENGLISH 12    
0053 TRIGONOMETRY  
0053 PHYSICS       
0053 ECONOMICS     
0053 PHYS ED       
0053 METAL SHOP    
0054 ENGLISH 9     
0054 GEOMETRY      
0054 EARTH SCIENCE 
0054 CIVICS        
0054 PHYS ED       
0054 SPANISH 1     
0055 ENGLISH 11    
0055 TRIGONOMETRY  
0055 CHEMISTRY     
0055 US HISTORY    
0055 PHYS ED       
0055 ART 1         
0056 ENGLISH 12    
0056 TRIGONOMETRY  
0056 CHEMISTRY     
0056 ECONOMICS     
0056 PHYS ED       
0056 BAND          
0057 ENGLISH 12    
0057 TRIGONOMETRY  
0057 CHEMISTRY     
0057 ECONOMICS     
0057 PHYS ED       
0057 FRENCH 1      
0057 CHOIR         
0058 ENGLISH 10    
0058 ALGEBRA 2     
0058 BIOLOGY 1     
0058 WORLD HISTORY 
0058 PHYS ED       
0058 FRENCH 2      
0059 ENGLISH 10    
0059 ALGEBRA 2     
0059 BIOLOGY 1     
0059 WORLD HISTORY 
0059 PHYS ED       
0059 METAL SHOP    
0060 ENGLISH 10    
0060 ALGEBRA 2     
0060 BIOLOGY 1     
0060 WORLD HISTORY 
0060 PHYS ED       
0060 DRAMA         
0061 ENGLISH 10    
0061 GEOMETRY      
0061 BIOLOGY 1     
0061 WORLD HISTORY 
0061 PHYS ED       
0061 FRENCH 2      
